sequence,sequence_as_text,freq,dl_model,dl_data,dl_total
[1 7 16 2 3],[h o s e  ],1148,22424.92833519172,2.098703763488205e+07,2.1009462563217245e+07
[1 12 2 2 3],[h r e e  ],628,22310.952589467866,2.0989495816280432e+07,2.10118067688699e+07
[1 12 7 5 11],[h r o u g],1123,21845.747902740684,2.097906892545668e+07,2.100091467335942e+07
[1 13 0 3 0],[h a t   t],2609,22013.90285938799,2.0981084912223402e+07,2.1003098815082792e+07
[1 13 0 3 1],[h a t   h],1283,21970.61417106958,2.0987851810248904e+07,2.1009822424419973e+07
[1 13 0 3 13],[h a t   a],897,22206.05224997757,2.0991053314456142e+07,2.101325936670612e+07
[1 13 0 3 16],[h a t   s],755,22123.7965335153,2.0990393496125717e+07,2.101251729265923e+07
[1 13 0 3 17],[h a t   i],1503,22089.85266301008,2.0985604761144426e+07,2.1007694613807436e+07
[1 13 0 3 26],[h a t   w],1020,22032.418309805522,2.0989663560364906e+07,2.101169597867471e+07
[1 13 14 3 0],[h a d   t],650,22006.59514073632,2.0990567069482375e+07,2.101257366462311e+07
[1 13 14 3 27],[h a d   b],916,21981.38942201335,2.0987280388279483e+07,2.1009261777701497e+07
[1 13 16 3 27],[h a s   b],647,21925.743710082123,2.0989742014709875e+07,2.1011667758419957e+07
[1 13 18 2 3],[h a v e  ],3961,22571.42495974498,2.0968130335183285e+07,2.099070176014303e+07
[1 17 6 2 3],[h i l e  ],729,22336.693487358087,2.0989246258388296e+07,2.1011582951875653e+07
[1 17 8 11 3],[h i n g  ],2568,22506.754027653376,2.098750549314895e+07,2.1010012247176602e+07
[1 17 9 1 3],[h i c h  ],3561,22369.06764861805,2.0957144205402028e+07,2.0979513273050647e+07
[1 17 16 3 0],[h i s   t],625,22139.93225153345,2.0992750799866255e+07,2.1014890732117787e+07
[1 17 16 3 1],[h i s   h],637,22024.315043664996,2.0991410489677515e+07,2.101343480472118e+07
[1 17 16 3 4],[h i s   f],736,22037.514039037796,2.098998610589641e+07,2.101202361993545e+07
[1 17 16 3 9],[h i s   c],969,22060.59318166392,2.0989948017801225e+07,2.1012008610982887e+07
[1 17 16 3 13],[h i s   a],642,22218.63960802483,2.0992396493700985e+07,2.101461513330901e+07
[1 17 16 3 16],[h i s   s],1068,22229.35615182622,2.0989587167119965e+07,2.101181652327179e+07
[1 17 16 3 17],[h i s   i],733,22054.013394883666,2.0991062736121405e+07,2.101311674951629e+07
[1 17 16 3 20],[h i s   p],935,22042.769931529238,2.0990068029266365e+07,2.1012110799197894e+07
[1 17 16 3 21],[h i s   m],702,22039.196711403223,2.0991010843395133e+07,2.1013050040106535e+07
[1 17 16 3 26],[h i s   w],784,21995.615639315358,2.0991340116852783e+07,2.1013335732492097e+07
[1 17 21 16 2],[h i m s e],605,21889.968405486095,2.0985493896395512e+07,2.1007383864800997e+07
[2 0 0 2 12],[e t t e r],708,22104.668252964002,2.0985415001606427e+07,2.100751966985939e+07
[2 0 1 2 12],[e t h e r],611,22071.953357881175,2.099091283536176e+07,2.1012984788719643e+07
[2 0 26 2 2],[e t w e e],730,21846.47640513144,2.098064906230625e+07,2.1002495538711384e+07
[2 2 8 3 0],[e e n   t],641,22094.354621036375,2.098932817717553e+07,2.1011422531796567e+07
[2 3 0 1 2],[e   t h e],5360,22497.741581016988,2.098993288929784e+07,2.1012430630878855e+07
[2 3 0 1 13],[e   t h a],2007,22441.75037235422,2.0989856901018333e+07,2.1012298651390687e+07
[2 3 0 1 17],[e   t h i],764,22409.039554903335,2.099383140824201e+07,2.1016240447796915e+07
[2 3 0 7 3],[e   t o  ],3787,22919.319811772402,2.0980185586205266e+07,2.100310490601704e+07
[2 3 1 13 14],[e   h a d],1772,22356.096140616817,2.098393254094263e+07,2.1006288637083247e+07
[2 3 4 7 12],[e   f o r],1912,22537.342409878853,2.0985688313987423e+07,2.10082256563973e+07
[2 3 4 12 7],[e   f r o],739,22427.760507948653,2.0989004755441483e+07,2.101143251594943e+07
[2 3 4 17 12],[e   f i r],875,22301.446217339962,2.098599353267618e+07,2.100829497889352e+07
[2 3 5 8 17],[e   u n i],801,22361.76738453518,2.0986677911500704e+07,2.100903967888524e+07
[2 3 7 0 1],[e   o t h],632,22179.858469814564,2.0991905567750975e+07,2.101408542622079e+07
[2 3 7 4 3],[e   o f  ],7664,23020.43015879056,2.0962657035076205e+07,2.0985677465234995e+07
[2 3 7 8 3],[e   o n  ],896,22861.259998886937,2.0993239094070442e+07,2.101610035406933e+07
[2 3 8 7 0],[e   n o t],643,22402.52189244349,2.0989045427430596e+07,2.101144794932304e+07
[2 3 9 7 5],[e   c o u],1212,22456.39754510107,2.098890855461519e+07,2.1011364952160288e+07
[2 3 9 7 8],[e   c o n],1787,22485.426610848423,2.0987219083743114e+07,2.1009704510353964e+07
[2 3 9 7 21],[e   c o m],1279,22318.981661754842,2.0986527084164973e+07,2.100884606582673e+07
[2 3 10 7 5],[e   y o u],775,22320.095658311704,2.098733269477084e+07,2.1009652790429153e+07
[2 3 12 2 13],[e   r e a],715,22417.572577747473,2.0990234173013326e+07,2.1012651745591074e+07
[2 3 12 2 16],[e   r e s],692,22420.469294339786,2.0990583396219254e+07,2.1013003865513593e+07
[2 3 13 0 3],[e   a t  ],648,22920.441551220727,2.0993620029761504e+07,2.1016540471312724e+07
[2 3 13 8 14],[e   a n d],3053,22379.62694229268,2.098605843394355e+07,2.1008438060885843e+07
[2 3 13 12 2],[e   a r e],998,22343.967806241315,2.0991567633411497e+07,2.101391160121774e+07
[2 3 13 16 3],[e   a s  ],659,22830.744236933333,2.0994067151105694e+07,2.101689789534263e+07
[2 3 14 17 16],[e   d i s],686,22600.189063321046,2.099031247178464e+07,2.1012912660847962e+07
[2 3 16 0 12],[e   s t r],648,22349.153598888843,2.099096250342441e+07,2.10133116570233e+07
[2 3 16 0 13],[e   s t a],1210,22560.467857273117,2.0987968966478057e+07,2.101052943433533e+07
[2 3 16 1 7],[e   s h o],611,22500.257948307713,2.0990797901530314e+07,2.1013298159478623e+07
[2 3 16 13 17],[e   s a i],787,22280.544020272355,2.098529033643118e+07,2.1007570880451452e+07
[2 3 16 13 21],[e   s a m],687,22211.77505098803,2.0987825153607804e+07,2.101003692865879e+07
[2 3 17 0 3],[e   i t  ],854,22728.663484425568,2.0992370439057153e+07,2.1015099102541577e+07
[2 3 17 8 0],[e   i n t],801,22406.800677146177,2.0991636743837666e+07,2.1014043544514813e+07
[2 3 17 8 3],[e   i n  ],2789,22929.629481489592,2.098923973763727e+07,2.101216936711876e+07
[2 3 17 16 3],[e   i s  ],1993,22874.3372519508,2.0990662502596207e+07,2.1013536839848157e+07
[2 3 19 19 3],[e   XXX XXX  ],2678,22957.039162542762,2.0989001002677374e+07,2.1011958041839916e+07
[2 3 20 6 13],[e   p l a],783,22393.3587892334,2.0990184369896196e+07,2.1012577728685427e+07
[2 3 20 12 2],[e   p r e],1049,22548.385665956048,2.0989563270641457e+07,2.1012111656307414e+07
[2 3 20 12 7],[e   p r o],1578,22625.183710356556,2.098469197758169e+07,2.1007317161292046e+07
[2 3 21 7 12],[e   m o r],642,22439.076472345398,2.099156182967354e+07,2.1014000906145886e+07
[2 3 21 13 8],[e   m a n],664,22544.57433975859,2.09920110038626e+07,2.101455557820236e+07
[2 3 23 0 1],[e   . t h],1436,22452.996088115284,2.0991807480270687e+07,2.10142604763588e+07
[2 3 25 3 0],[e   ,   t],1261,22489.845814113654,2.0993517830452684e+07,2.1016007676266797e+07
[2 3 25 3 13],[e   ,   a],1632,22670.131068747116,2.099254603388812e+07,2.1015216164956868e+07
[2 3 25 3 17],[e   ,   i],677,22548.031968571686,2.0993327496655755e+07,2.1015875528624326e+07
[2 3 25 3 26],[e   ,   w],715,22452.326958170386,2.099349350523087e+07,2.1015945832189042e+07
[2 3 26 1 7],[e   w h o],680,22341.45407702645,2.0990506453358173e+07,2.10128479074352e+07
[2 3 26 7 5],[e   w o u],762,22323.181306335493,2.098961753191222e+07,2.1011940713218555e+07
[2 3 26 7 12],[e   w o r],1064,22401.913045475598,2.098670794941615e+07,2.1009109862461627e+07
[2 3 26 13 16],[e   w a s],3120,22390.816453152886,2.0979679964046396e+07,2.1002070780499548e+07
[2 3 26 17 0],[e   w i t],1000,22383.472400448598,2.099057877301284e+07,2.101296224541329e+07
[2 3 27 2 2],[e   b e e],746,22178.298125334608,2.0986899990028147e+07,2.100907828815348e+07
[2 4 7 12 2],[e f o r e],1230,21944.82443066269,2.09818102841788e+07,2.1003755108609464e+07
[2 6 2 9 0],[e l e c t],743,22147.610093701824,2.0985598297574624e+07,2.1007745907668326e+07
[2 7 20 6 2],[e o p l e],908,21893.451487891725,2.0979482371510264e+07,2.1001375822998155e+07
[2 8 0 2 12],[e n t e r],685,22152.669845417786,2.098931203642834e+07,2.1011464706273757e+07
[2 8 0 3 0],[e n t   t],929,22322.663785114673,2.0990265517093573e+07,2.1012588180878688e+07
[2 8 0 3 7],[e n t   o],1452,22352.99831893959,2.0983553395721063e+07,2.1005906394040003e+07
[2 8 0 3 13],[e n t   a],821,22522.187894274153,2.099100939216447e+07,2.1013531580058742e+07
[2 8 0 3 17],[e n t   i],665,22308.22570999511,2.099058079772543e+07,2.1012889023435425e+07
[2 8 0 3 23],[e n t   .],769,22704.42171032301,2.0989994351428255e+07,2.101269877313858e+07
[2 8 0 3 25],[e n t   ,],711,22209.858362436295,2.0990748945220213e+07,2.101295880358265e+07
[2 8 0 6 10],[e n t l y],767,22143.47593937028,2.098731303099824e+07,2.100945650693761e+07
[2 8 0 16 3],[e n t s  ],2200,22607.271403685176,2.0979799003939174e+07,2.100240627534286e+07
[2 8 0 17 7],[e n t i o],617,21954.26007021369,2.0989083314096563e+07,2.1011037574166775e+07
[2 8 2 12 13],[e n e r a],839,21917.068103860023,2.09845757318613e+07,2.100649279996516e+07
[2 8 2 14 3],[e n e d  ],615,22511.538466257338,2.0991670324749466e+07,2.1014181863215722e+07
[2 8 3 0 1],[e n   t h],1673,22284.315261103267,2.098983089116844e+07,2.1012115206429545e+07
[2 8 3 1 2],[e n   h e],603,22304.105720272284,2.0992417111030612e+07,2.1014721216750883e+07
[2 8 3 25 3],[e n   ,  ],855,22818.085086443243,2.0993793134672683e+07,2.1016611219759125e+07
[2 8 9 2 3],[e n c e  ],2694,22685.720555935848,2.097939380475161e+07,2.1002079525307544e+07
[2 8 16 2 3],[e n s e  ],691,22422.544685661913,2.0990285955014113e+07,2.1012708499699775e+07
[2 9 0 2 14],[e c t e d],822,22069.478470188038,2.098701708492137e+07,2.100908656339156e+07
[2 9 0 17 7],[e c t i o],1201,22049.9881563026,2.098194495193887e+07,2.1003994940095175e+07
[2 9 0 17 18],[e c t i v],659,22023.79507313638,2.0986839078959763e+07,2.10088628740329e+07
[2 9 13 5 16],[e c a u s],883,21845.1515084594,2.098029278586148e+07,2.100213793736994e+07
[2 12 0 13 17],[e r t a i],631,21936.5661548744,2.0986374711940594e+07,2.100831127809547e+07
[2 12 2 3 0],[e r e   t],821,22112.79734575233,2.0991843961225625e+07,2.101395675857138e+07
[2 12 2 3 13],[e r e   a],978,22273.34285612859,2.0991442177204024e+07,2.101371552006015e+07
[2 12 2 3 17],[e r e   i],1026,22149.05125007926,2.098990684903406e+07,2.1012055900284138e+07
[2 12 2 3 26],[e r e   w],1119,22063.695544840706,2.0989967897732127e+07,2.1012031593276966e+07
[2 12 2 14 3],[e r e d  ],1691,22833.13517533116,2.0991393747686375e+07,2.1014226882861707e+07
[2 12 2 16 0],[e r e s t],636,22046.9311598869,2.099029257577821e+07,2.1012339506938096e+07
[2 12 3 0 1],[e r   t h],2385,22364.466800121343,2.098861482062415e+07,2.101097928742427e+07
[2 12 3 0 7],[e r   t o],952,22547.01691127428,2.0989853884521168e+07,2.1012400901432443e+07
[2 12 3 7 4],[e r   o f],1440,22293.93496115878,2.0986354313887004e+07,2.1008648248848163e+07
[2 12 3 13 8],[e r   a n],959,22544.717788009933,2.0990902948088534e+07,2.1013447665876545e+07
[2 12 3 17 8],[e r   i n],778,22550.236116525575,2.0992163292913586e+07,2.101471352903011e+07
[2 12 3 25 3],[e r   ,  ],2818,22915.018161594002,2.09894796019442e+07,2.1012394620105796e+07
[2 12 13 0 17],[e r a t i],763,22138.721169183835,2.098813566255322e+07,2.1010274383722406e+07
[2 12 13 6 3],[e r a l  ],1282,22495.166413869443,2.098710381363102e+07,2.100959898004489e+07
[2 12 16 3 7],[e r s   o],640,22470.848905495564,2.099064833726424e+07,2.1013119186169736e+07
[2 12 16 3 13],[e r s   a],686,22573.019809771034,2.0992452024234574e+07,2.1015025044044346e+07
[2 12 16 3 23],[e r s   .],609,22799.566653966478,2.0992168045337856e+07,2.1014967611991823e+07
[2 12 16 3 25],[e r s   ,],740,22330.28104261644,2.099202470174429e+07,2.1014354982786905e+07
[2 12 16 7 8],[e r s o n],821,22092.309761867473,2.0985599728652097e+07,2.1007692038413964e+07
[2 12 17 8 11],[e r i n g],728,22378.307599439027,2.0991233752734516e+07,2.1013612060333956e+07
[2 12 17 9 13],[e r i c a],971,21980.1424054695,2.0985417689396497e+07,2.1007397831801966e+07
[2 13 9 1 3],[e a c h  ],1111,22565.722246228324,2.0984259936761256e+07,2.1006825659007486e+07
[2 13 12 6 10],[e a r l y],659,22058.448868584936,2.098713869972135e+07,2.1009197148589935e+07
[2 13 12 16 3],[e a r s  ],1222,22634.90486766634,2.0982909221504554e+07,2.100554412637222e+07
[2 13 16 7 8],[e a s o n],626,21987.969287846623,2.098886349979893e+07,2.1010851469086777e+07
[2 14 3 0 1],[e d   t h],3950,22436.002461648462,2.0987893106596686e+07,2.1010329109058335e+07
[2 14 3 0 7],[e d   t o],3941,22542.406642661084,2.097099372120358e+07,2.099353612784624e+07
[2 14 3 1 17],[e d   h i],1139,22502.850157607172,2.0988246778929673e+07,2.101074962908728e+07
[2 14 3 4 7],[e d   f o],1005,22378.886621719448,2.0989103142919905e+07,2.1011482029541627e+07
[2 14 3 7 8],[e d   o n],912,22458.295042216938,2.0991517446743533e+07,2.101397574178575e+07
[2 14 3 13 0],[e d   a t],662,22453.180938626927,2.0992227670402326e+07,2.1014680851340953e+07
[2 14 3 13 3],[e d   a  ],875,22845.38277283689,2.0991885311866652e+07,2.101473069463949e+07
[2 14 3 13 8],[e d   a n],1282,22588.7739309299,2.0990808815207228e+07,2.1013397589138158e+07
[2 14 3 13 16],[e d   a s],614,22450.351203533613,2.099264920141115e+07,2.1015099552614685e+07
[2 14 3 16 0],[e d   s t],632,22432.09543818743,2.099035277804323e+07,2.1012784873481415e+07
[2 14 3 17 8],[e d   i n],2754,22581.868551306176,2.098463554671413e+07,2.1007217415265437e+07
[2 14 3 25 3],[e d   ,  ],2343,22924.84190296148,2.0993241169840407e+07,2.1016166011743367e+07
[2 14 3 26 17],[e d   w i],1225,22470.677068057008,2.09884874722531e+07,2.1010958149321157e+07
[2 14 3 27 10],[e d   b y],2073,22365.215930449624,2.098403850679903e+07,2.100640372272948e+07
[2 16 2 8 0],[e s e n t],936,22011.61712029164,2.098669670401814e+07,2.100870832113843e+07
[2 16 3 0 1],[e s   t h],1201,22434.613395755452,2.0992992739019174e+07,2.101542735241493e+07
[2 16 3 0 7],[e s   t o],753,22518.72060901426,2.0990782587525796e+07,2.101330130813481e+07
[2 16 3 7 4],[e s   o f],2116,22327.772128513952,2.0983099706902485e+07,2.1005427479031e+07
[2 16 3 13 8],[e s   a n],1308,22477.298172874027,2.0988997277719468e+07,2.101147457589234e+07
[2 16 3 17 8],[e s   i n],1209,22474.85002205486,2.099003017447438e+07,2.1012505024496436e+07
[2 16 3 23 0],[e s   . t],657,22458.17512021791,2.0991747054206535e+07,2.1014205229326755e+07
[2 16 3 25 3],[e s   ,  ],2766,22873.5144118387,2.0990041235414136e+07,2.1012914749825973e+07
[2 16 16 17 7],[e s s i o],688,21957.80040949879,2.098690676287827e+07,2.100886456328777e+07
[2 16 17 14 2],[e s i d e],769,21957.750936974822,2.0986445186549783e+07,2.1008402937486757e+07
[2 17 8 11 3],[e i n g  ],846,22472.81595615105,2.0987913946083445e+07,2.1010386762039594e+07
[2 18 2 6 7],[e v e l o],744,21848.59932355561,2.09830704210821e+07,2.1004919020405658e+07
[2 18 2 8 3],[e v e n  ],1338,22492.69088779815,2.0985376361440327e+07,2.1007869052328125e+07
[2 18 2 12 3],[e v e r  ],1904,22674.260403879678,2.0983402439739592e+07,2.100607670014347e+07
[2 18 2 12 10],[e v e r y],916,22111.867089835345,2.0984516802639652e+07,2.1006628669729486e+07
[2 21 2 8 0],[e m e n t],1875,22281.36475844401,2.0978693847414706e+07,2.100097521217315e+07
[2 21 27 2 12],[e m b e r],996,22034.67432078597,2.0983832374082364e+07,2.100586704840315e+07
[2 24 20 2 12],[e x p e r],693,21984.755145482635,2.0986314402815145e+07,2.1008299157960627e+07
[3 0 1 2 3],[  t h e  ],63107,23100.11907663568,2.076207124900414e+07,2.0785171368080776e+07
[3 0 1 2 8],[  t h e n],1030,22359.62427540052,2.0992913399190675e+07,2.1015273023466077e+07
[3 0 1 2 10],[  t h e y],2834,22437.852143983786,2.0984134507363625e+07,2.100657235950761e+07
[3 0 1 2 12],[  t h e r],2374,22496.14821926595,2.09921136194946e+07,2.1014609767713863e+07
[3 0 1 2 16],[  t h e s],1241,22408.919963070464,2.0991084295094118e+07,2.1013493215057187e+07
[3 0 1 2 17],[  t h e i],2576,22319.50910688917,2.097334497089361e+07,2.09956644800005e+07
[3 0 1 2 21],[  t h e m],2121,22404.018425222737,2.098570723587435e+07,2.1008111254299574e+07
[3 0 1 7 5],[  t h o u],1135,22458.849532237946,2.09884957482578e+07,2.101095459779004e+07
[3 0 1 7 16],[  t h o s],780,22256.654787086787,2.0989461216102652e+07,2.101171787088974e+07
[3 0 1 12 2],[  t h r e],880,22517.607098895925,2.098862079950407e+07,2.1011138406602968e+07
[3 0 1 12 7],[  t h r o],1278,22615.468172249974,2.0985469023651704e+07,2.1008084491823953e+07
[3 0 1 13 0],[  t h a t],10407,22627.56558271418,2.0943528960796453e+07,2.0966156526379168e+07
[3 0 1 13 8],[  t h a n],1881,22470.753392552913,2.0990240350663345e+07,2.1012711104055896e+07
[3 0 1 17 8],[  t h i n],1416,22432.104753414387,2.098989430586641e+07,2.1012326410619825e+07
[3 0 1 17 16],[  t h i s],4010,22399.696857241335,2.0981550030731674e+07,2.1003949727588914e+07
[3 0 5 12 8],[  t u r n],691,22574.86916836544,2.098898880953911e+07,2.1011563678707477e+07
[3 0 7 3 0],[  t o   t],4903,22574.92098551646,2.0970681592597205e+07,2.099325651358272e+07
[3 0 7 3 1],[  t o   h],1554,22528.657207676024,2.0987327148455374e+07,2.100985580566305e+07
[3 0 7 3 2],[  t o   e],794,22831.293896820684,2.098929069976877e+07,2.101212199366559e+07
[3 0 7 3 4],[  t o   f],752,22522.25950313628,2.099079626575242e+07,2.1013318525255557e+07
[3 0 7 3 6],[  t o   l],689,22533.05797363718,2.099056237360471e+07,2.101309543157835e+07
[3 0 7 3 9],[  t o   c],1283,22572.21811552765,2.0988689966346607e+07,2.1011262184462134e+07
[3 0 7 3 11],[  t o   g],879,22468.28089055689,2.098890290146959e+07,2.1011371182360146e+07
[3 0 7 3 12],[  t o   r],1090,22501.75790530109,2.098805910609032e+07,2.101056086399562e+07
[3 0 7 3 13],[  t o   a],2004,22815.47718562883,2.0987392445404634e+07,2.1010207922590263e+07
[3 0 7 3 14],[  t o   d],1207,22567.017644368647,2.0986909162609484e+07,2.1009476180253852e+07
[3 0 7 3 16],[  t o   s],2140,22742.565264424895,2.0984110623924695e+07,2.100685318918912e+07
[3 0 7 3 17],[  t o   i],610,22538.370654098966,2.0992091408023838e+07,2.1014629778677937e+07
[3 0 7 3 20],[  t o   p],1214,22619.68254724045,2.0988811992018864e+07,2.1011431674566105e+07
[3 0 7 3 21],[  t o   m],1228,22615.74899971037,2.0988679198824793e+07,2.1011294947824504e+07
[3 0 7 3 26],[  t o   w],711,22467.374906575846,2.099191475953428e+07,2.1014382134440858e+07
[3 0 7 3 27],[  t o   b],2409,22625.33476165904,2.0981276904630307e+07,2.1003902239391968e+07
[3 0 7 7 3],[  t o o  ],804,22867.586326238357,2.0990464590220843e+07,2.101333217654708e+07
[3 0 13 22 2],[  t a k e],968,22473.38529498281,2.0988079962812185e+07,2.1010553348107167e+07
[3 0 17 21 2],[  t i m e],1927,22711.503253333005,2.0985946412939887e+07,2.100865791619322e+07
[3 0 26 7 3],[  t w o  ],1314,22911.613800333707,2.0985133970891286e+07,2.1008045584691618e+07
[3 1 2 3 1],[  h e   h],965,22504.501598718718,2.0991208296086315e+07,2.1013712797685035e+07
[3 1 2 3 16],[  h e   s],828,22561.12857724638,2.0991178061251108e+07,2.1013739189828355e+07
[3 1 2 3 26],[  h e   w],1311,22436.905107610433,2.0991352543423034e+07,2.1013789448530644e+07
[3 1 2 12 2],[  h e r e],671,22529.008819049166,2.099362549043662e+07,2.101615449925567e+07
[3 1 2 12 3],[  h e r  ],2883,22838.257429637168,2.0989429715969197e+07,2.1012267973398834e+07
[3 1 2 13 12],[  h e a r],777,22420.843974750358,2.0990752858196605e+07,2.1013173702171355e+07
[3 1 2 13 14],[  h e a d],682,22647.84275424222,2.099099807819439e+07,2.1013645920948632e+07
[3 1 7 5 16],[  h o u s],830,22398.92255053205,2.098878553083964e+07,2.1011184453390174e+07
[3 1 7 21 2],[  h o m e],704,22692.5719821324,2.0991180896581598e+07,2.101387346856373e+07
[3 1 7 26 3],[  h o w  ],682,22713.307929562452,2.0990075700226948e+07,2.1012789008156512e+07
[3 1 13 8 14],[  h a n d],1066,22576.50759633727,2.0990533589592732e+07,2.101311009718907e+07
